0.068,0.08,0.064,0.112,0.1,0.08,0.08,0.068,0.1,0.108,0.108,0.068,0.064,0.084,0.092,0.12,0.068,0.064,0.092,0.08,0.132,0.088,0.076,0.088,0.068,0.124,0.1,0.076,0.084,0.068,0.1,0.1,0.088,0.072,0.064,0.084,0.1,0.108,0.072,0.064,0.1,0.676,0.176,0.128,0.496,0.272,0.628,0.692,0.712,0.756,0.744,0.752,0.76,0.764,0.544,0.092,0.088,0.076,0.112,0.112,0.068,0.088,0.072,0.124,0.112,0.068,0.088,0.068,0.096,0.108,0.096,0.076,0.12,0.144,0.18,0.196,0.128,0.136,0.104,0.1,0.144,0.096,0.1,0.092,0.068,0.116,0.08,0.068,0.048,0.052,0.084,0.084,0.076,0.048,0.056,0.06
0.088,0.092,0.044,0.06,0.056,0.072,0.108,0.048,0.06,0.056,0.052,0.112,0.068,0.064,0.056,0.052,0.104,0.08,0.06,0.06,0.048,0.08,0.084,0.064,0.064,0.048,0.064,0.148,0.088,0.068,0.044,0.052,0.08,0.084,0.068,0.056,0.048,0.064,0.088,0.072,0.068,0.044,0.048,0.088,0.084,0.052,0.068,0.044,0.06,0.128,0.084,0.068,0.088,0.064,0.096,0.124,0.068,0.064,0.088,0.076,0.124,0.132,0.1,0.18,1.052,1.376,2.024,1.288,0.428,0.204,1.272,0.436,0.252,0.268,0.52,0.26,0.264,2.02,0.564,0.176,0.184,0.172,0.168,0.108,0.088,0.08,0.092,0.112,0.076,0.084,0.064,0.084,0.096,0.116,0.064,0.068
0.076,0.08,0.124,0.068,0.084,0.064,0.072,0.116,0.084,0.084,0.064,0.088,0.088,0.108,0.08,0.064,0.084,0.072,0.112,0.088,0.064,0.096,0.052,0.104,0.08,0.068,0.048,0.068,0.064,0.104,0.06,0.072,0.056,0.064,0.092,0.08,0.06,0.048,0.068,0.068,0.108,0.052,0.064,0.052,0.056,0.104,0.068,0.068,0.052,0.088,0.096,0.108,0.08,0.06,0.084,0.076,0.12,0.076,0.068,0.084,0.076,0.168,0.576,0.252,0.128,0.124,0.164,0.184,0.18,0.16,0.204,0.192,0.232,0.232,0.188,0.212,0.164,0.188,0.188,0.18,0.236,0.176,0.192,0.148,0.088,0.048,0.044,0.068,0.08,0.1,0.044,0.052,0.064,0.064,0.104,0.056
0.048,0.064,0.048,0.108,0.072,0.044,0.068,0.044,0.092,0.084,0.048,0.068,0.044,0.072,0.088,0.064,0.072,0.044,0.064,0.084,0.08,0.068,0.048,0.048,0.08,0.08,0.08,0.048,0.044,0.068,0.08,0.084,0.072,0.044,0.068,0.064,0.084,0.076,0.048,0.048,0.072,0.14,0.152,0.116,0.12,0.168,0.148,0.12,0.148,0.144,0.64,0.164,0.144,0.148,0.124,0.124,0.108,0.112,0.564,0.228,0.084,0.476,0.124,0.084,0.12,0.124,0.204,0.24,0.352,0.192,0.156,0.192,0.188,0.168,0.164,0.18,0.252,0.228,0.212,0.156,0.168,0.172,0.236,0.196,0.128,0.156,0.168,0.184,0.088,0.056,0.06,0.056,0.124,0.084,0.084,0.064
0.064,0.116,0.092,0.084,0.06,0.076,0.1,0.104,0.088,0.068,0.088,0.088,0.108,0.092,0.064,0.084,0.072,0.104,0.096,0.06,0.084,0.064,0.104,0.108,0.06,0.084,0.064,0.092,0.116,0.064,0.084,0.06,0.084,0.124,0.08,0.088,0.068,0.08,0.424,0.54,0.284,0.208,0.104,0.12,0.176,1.5,1.12,0.224,0.268,0.312,0.484,1.364,1.336,0.844,0.18,0.164,0.128,0.152,0.132,0.196,0.504,0.704,0.78,0.812,2.176,2.532,0.892,0.716,0.188,0.16,0.216,0.164,0.172,0.152,0.196,0.76,0.324,0.152,0.152,0.124,0.172,0.164,0.148,0.144,0.156,0.152,0.18,0.172,0.088,0.084,0.072,0.12,0.092,0.08,0.064,0.084
0.084,0.12,0.064,0.084,0.064,0.084,0.108,0.08,0.08,0.064,0.084,0.1,0.116,0.068,0.084,0.072,0.092,0.116,0.068,0.084,0.06,0.092,0.1,0.088,0.076,0.06,0.084,0.092,0.116,0.06,0.072,0.076,0.076,0.128,0.18,0.548,0.336,1.312,0.176,0.144,0.132,0.124,0.172,0.992,1.584,0.108,0.124,0.16,0.184,0.484,0.172,0.164,0.312,0.16,0.172,0.352,0.148,0.156,0.14,0.22,0.18,0.16,0.188,0.188,0.32,1.16,0.632,0.168,0.196,0.216,0.216,0.184,0.16,0.18,0.156,0.208,0.624,0.168,0.168,0.236,0.236,0.2,0.192,0.168,0.168,0.192,0.2,0.152,0.064,0.088,0.072,0.124,0.064,0.068,0.048,0.064
0.084,0.088,0.06,0.044,0.072,0.06,0.108,0.056,0.068,0.048,0.056,0.1,0.068,0.068,0.048,0.068,0.076,0.088,0.06,0.048,0.076,0.064,0.104,0.056,0.048,0.068,0.044,0.108,0.072,0.048,0.064,0.052,0.1,0.08,0.052,0.064,0.044,0.08,0.088,0.06,0.076,0.052,0.072,0.092,0.12,0.112,0.096,0.128,0.132,0.184,0.116,0.128,0.112,0.084,0.136,0.084,0.084,0.08,0.068,0.184,0.108,0.116,0.064,0.884,0.176,0.16,1.664,1.848,0.38,0.644,0.332,0.296,0.196,0.756,1.18,0.34,0.252,0.244,0.236,0.288,0.38,0.144,0.148,0.132,0.16,0.176,0.14,0.124,0.072,0.08,0.084,0.076,0.056,0.048,0.076,0.084
0.088,0.048,0.052,0.064,0.088,0.092,0.048,0.056,0.06,0.084,0.096,0.048,0.056,0.06,0.076,0.104,0.048,0.052,0.06,0.068,0.108,0.052,0.044,0.072,0.056,0.104,0.064,0.048,0.068,0.048,0.096,0.088,0.056,0.068,0.048,0.076,0.1,0.048,0.068,0.052,0.072,0.164,0.116,0.168,0.728,0.26,0.264,0.148,0.132,0.164,0.176,0.208,0.216,0.164,0.32,0.148,0.152,0.224,0.184,0.128,0.104,0.076,0.128,0.108,0.08,0.14,2.676,0.468,0.428,0.248,0.172,0.144,0.192,0.176,0.164,0.144,0.152,0.168,0.212,0.216,0.228,0.128,0.1,0.152,0.104,0.052,0.076,0.048,0.088,0.092,0.048,0.068,0.048,0.072,0.096,0.056
0.068,0.048,0.06,0.1,0.068,0.068,0.044,0.056,0.1,0.08,0.072,0.048,0.048,0.088,0.084,0.068,0.056,0.044,0.076,0.088,0.068,0.064,0.048,0.068,0.076,0.08,0.068,0.048,0.056,0.076,0.088,0.08,0.052,0.072,0.108,0.124,0.116,0.1,0.084,0.1,0.088,0.076,0.072,1.936,0.196,0.088,0.104,0.14,0.116,0.148,0.104,0.144,0.152,0.104,0.116,0.14,0.148,0.14,0.096,0.08,0.628,0.184,0.204,0.148,0.144,0.164,0.176,1.8,0.568,0.2,0.204,0.22,0.24,0.184,0.196,0.184,0.196,0.204,0.136,0.168,0.136,0.172,0.184,0.188,0.504,1.124,0.156,0.168,0.136,0.1,0.096,1.096,1.116,0.104,0.052,0.068
0.052,0.076,0.104,0.052,0.072,0.048,0.068,0.096,0.064,0.072,0.048,0.064,0.088,0.076,0.072,0.052,0.072,0.072,0.088,0.072,0.048,0.072,0.056,0.092,0.08,0.048,0.068,0.048,0.084,0.096,0.048,0.072,0.056,0.064,0.108,0.052,0.068,0.048,0.288,1.904,0.268,0.076,0.052,0.056,0.1,0.12,0.108,0.096,0.16,0.188,0.212,0.172,0.136,0.164,0.076,0.12,0.104,0.112,0.112,0.108,0.14,0.14,0.128,0.096,0.12,0.088,0.168,0.148,0.136,0.14,0.12,0.228,0.236,0.216,0.192,0.208,0.2,0.236,0.176,0.176,0.16,0.148,0.2,0.164,0.164,0.136,0.156,0.164,0.116,0.072,0.052,0.08,0.068,0.112,0.068,0.076
0.052,0.068,0.092,0.08,0.06,0.048,0.072,0.072,0.104,0.052,0.064,0.052,0.06,0.104,0.06,0.072,0.048,0.064,0.088,0.084,0.068,0.048,0.068,0.068,0.096,0.064,0.048,0.072,0.048,0.12,0.1,0.076,0.084,0.052,0.096,0.092,0.08,0.104,0.084,0.256,0.12,0.144,0.12,0.096,0.528,0.164,0.144,0.172,0.572,0.08,0.088,0.124,0.076,0.644,0.132,1.104,0.396,0.684,0.736,0.612,0.344,0.18,0.172,0.184,0.18,0.172,0.908,0.224,0.172,0.18,0.168,0.428,0.792,0.692,0.388,0.2,0.192,0.24,0.192,0.196,0.156,0.172,0.188,0.188,0.152,0.156,0.16,0.164,0.208,0.08,0.096,0.06,0.1,0.112,0.076,0.088
0.068,0.092,0.104,0.104,0.072,0.068,0.088,0.096,0.12,0.06,0.072,0.072,0.076,0.12,0.072,0.08,0.064,0.064,0.12,0.088,0.088,0.064,0.068,0.1,0.1,0.084,0.064,0.08,0.084,0.104,0.104,0.064,0.084,0.06,0.1,0.112,0.06,0.08,0.064,1.952,0.208,0.076,0.076,0.06,0.104,0.1,0.088,0.068,0.164,0.188,0.212,0.196,0.144,0.124,0.164,0.188,0.088,0.076,0.072,0.084,0.108,0.108,0.132,0.108,0.128,0.12,0.152,0.196,0.444,1.484,0.364,0.224,0.224,0.164,0.172,0.16,0.196,0.196,0.18,0.168,0.192,0.2,0.228,0.224,0.172,0.188,0.16,0.208,0.176,0.068,0.084,0.06,0.088,0.108,0.072,0.08
0.064,0.084,0.108,0.092,0.088,0.064,0.088,0.084,0.1,0.084,0.06,0.084,0.068,0.1,0.1,0.06,0.084,0.06,0.092,0.116,0.06,0.08,0.064,0.076,0.12,0.072,0.08,0.072,0.068,0.128,0.088,0.076,0.072,0.06,0.108,0.096,0.072,0.072,0.06,0.1,0.096,0.072,0.096,0.092,0.192,0.116,0.124,0.12,0.096,0.12,0.6,0.14,0.116,0.104,0.112,0.088,0.12,0.112,0.072,0.076,0.064,0.096,0.12,0.076,0.12,0.116,0.116,0.152,0.084,0.116,0.112,0.168,0.136,0.12,0.124,0.124,0.24,0.168,0.164,0.744,0.144,0.152,0.188,0.164,0.148,0.16,0.164,0.152,0.096,0.088,0.068,0.08,0.084,0.092,0.068,0.048
0.072,0.064,0.104,0.056,0.056,0.056,0.048,0.108,0.068,0.068,0.044,0.056,0.088,0.084,0.064,0.048,0.06,0.068,0.084,0.08,0.048,0.068,0.048,0.092,0.084,0.044,0.068,0.048,0.084,0.092,0.044,0.076,0.2,0.108,0.136,0.104,0.116,0.092,0.116,0.132,0.124,0.108,0.096,0.116,0.116,0.144,0.108,0.092,0.124,0.12,0.168,0.136,0.112,0.128,0.108,0.168,0.136,0.116,0.124,0.108,0.148,0.124,1.064,1.712,0.204,0.236,0.284,0.28,0.148,1.62,1.88,0.192,0.148,0.108,0.148,0.12,0.144,0.188,0.144,0.12,0.116,0.112,0.12,0.132,0.072,0.068,0.06,0.08,0.108,0.048,0.068,0.044,0.072,0.096,0.06,0.068
0.044,0.068,0.084,0.076,0.064,0.048,0.068,0.068,0.096,0.068,0.048,0.068,0.056,0.1,0.072,0.044,0.068,0.048,0.096,0.08,0.048,0.068,0.048,0.084,0.088,0.052,0.068,0.048,0.06,0.096,0.068,0.068,0.044,0.056,0.092,0.084,0.068,0.048,0.048,0.132,0.148,0.128,0.124,0.132,0.296,0.168,0.124,0.048,0.056,0.088,0.096,0.12,0.068,0.068,0.088,0.08,0.116,0.088,0.064,0.088,0.068,0.236,1.984,0.74,0.14,0.116,0.152,0.156,0.12,0.168,0.148,0.172,0.18,0.176,0.144,0.144,0.116,0.136,0.148,0.1,0.116,0.092,0.14,0.144,0.132,0.084,0.064,0.06,0.088,0.088,0.044,0.068,0.044,0.096,0.084,0.056
0.056,0.048,0.08,0.084,0.08,0.044,0.06,0.052,0.084,0.092,0.048,0.068,0.044,0.084,0.092,0.048,0.064,0.048,0.076,0.088,0.072,0.06,0.044,0.068,0.08,0.088,0.052,0.048,0.068,0.064,0.1,0.06,0.052,0.068,0.048,0.104,0.072,0.044,0.088,0.388,0.248,0.152,0.1,0.14,0.668,0.144,0.124,0.06,0.076,0.068,0.088,0.104,0.092,0.092,0.064,0.084,0.096,0.104,0.092,0.068,0.076,0.088,0.104,0.104,0.068,0.08,0.076,0.1,0.112,0.064,0.468,2.732,0.664,0.192,0.128,0.204,0.184,0.208,0.152,0.096,0.092,0.084,0.16,0.136,0.12,0.06,0.072,0.072,0.092,0.076,0.048,0.068,0.048,0.108,0.072,0.056
0.06,0.048,0.092,0.084,0.068,0.052,0.052,0.08,0.088,0.088,0.048,0.06,0.056,0.08,0.1,0.048,0.068,0.044,0.068,0.104,0.056,0.112,0.056,0.056,0.104,0.068,0.068,0.048,0.048,0.092,0.084,0.072,0.056,0.048,0.076,0.084,0.084,0.048,0.044,0.068,0.08,0.1,0.048,0.044,0.068,0.064,0.096,0.068,0.052,0.088,0.068,0.112,0.108,0.068,0.088,0.068,0.092,0.124,0.072,0.08,0.084,0.104,0.132,0.084,0.072,0.068,0.064,0.108,0.1,0.072,0.068,0.048,0.08,0.084,0.076,0.052,0.048,0.132,0.164,0.208,0.112,0.092,0.104,0.1,0.108,0.064,0.056,0.072,0.056,0.104,0.076,0.048,0.068,0.048,0.088,0.092
0.048,0.068,0.048,0.068,0.096,0.064,0.072,0.048,0.056,0.092,0.08,0.072,0.044,0.048,0.08,0.088,0.076,0.052,0.048,0.072,0.08,0.088,0.06,0.044,0.068,0.068,0.084,0.076,0.048,0.06,0.056,0.092,0.096,0.048,0.056,0.06,0.072,0.108,0.052,0.092,0.12,0.708,0.348,0.564,0.096,0.228,0.096,0.1,0.088,0.08,0.076,0.068,0.104,0.104,0.088,0.076,0.068,0.088,0.108,0.096,0.084,0.068,0.088,0.092,1.46,1.04,0.508,0.152,0.144,0.184,0.192,0.176,0.196,0.172,0.22,0.22,0.172,0.2,0.176,0.236,0.088,0.08,0.052,0.052,0.064,0.084,0.096,0.048,0.072,0.044,0.076,0.176,0.072,0.08,0.064,0.084
0.104,0.084,0.084,0.064,0.088,0.092,0.112,0.084,0.068,0.088,0.072,0.104,0.096,0.06,0.08,0.064,0.1,0.108,0.06,0.084,0.06,0.084,0.116,0.072,0.08,0.064,0.064,0.12,0.084,0.088,0.064,0.06,0.104,0.1,0.08,0.068,0.06,0.088,0.104,0.132,0.22,0.136,0.14,0.14,0.184,0.168,0.64,0.144,0.108,0.108,0.092,0.064,0.092,0.092,0.124,0.116,0.064,0.08,0.064,0.084,0.112,0.072,0.084,0.06,0.072,0.308,0.112,0.096,0.064,0.068,0.088,0.1,0.096,0.06,0.068,0.092,0.2,0.2,0.16,0.164,0.172,0.172,0.18,0.124,0.132,0.112,0.092,0.124,0.084,0.084,0.08,0.076,0.124,0.104,0.084,0.076
0.064,0.104,0.1,0.08,0.072,0.064,0.088,0.1,0.092,0.072,0.064,0.08,0.096,0.1,0.076,0.064,0.088,0.084,0.108,0.096,0.068,0.088,0.06,0.1,0.112,0.06,0.08,0.064,0.088,0.12,0.064,0.072,0.072,0.072,0.12,0.08,0.068,0.076,0.06,0.116,0.144,1.084,1.212,0.168,0.2,0.252,0.252,0.264,0.296,0.124,0.1,0.116,0.06,0.068,0.1,0.116,0.124,0.076,0.08,0.064,0.064,0.112,0.096,0.084,0.064,0.076,0.076,0.1,0.112,2.016,0.668,0.164,0.212,0.204,0.14,0.16,0.132,0.172,0.172,0.136,0.136,0.132,0.132,0.164,0.168,0.124,0.108,0.092,0.088,0.124,0.072,0.072,0.056,0.048,0.108,0.068
0.068,0.048,0.052,0.088,0.084,0.068,0.044,0.068,0.056,0.092,0.08,0.048,0.068,0.044,0.092,0.088,0.048,0.068,0.044,0.08,0.088,0.064,0.068,0.048,0.072,0.076,0.088,0.06,0.048,0.064,0.06,0.1,0.08,0.048,0.064,0.048,0.092,0.088,0.048,0.064,0.048,0.084,0.284,0.556,0.88,0.82,0.128,0.088,0.088,0.088,0.068,0.084,0.088,0.1,0.096,0.064,0.084,0.064,0.1,0.116,0.092,1.828,0.192,0.424,0.996,0.12,0.116,0.116,0.168,0.14,1.196,0.948,0.06,0.096,0.336,0.604,0.132,0.508,0.156,0.256,0.164,0.128,0.1,0.112,0.096,0.104,0.06,0.068,0.064,0.088,0.104,0.06,0.068,0.052,0.084,0.088
0.088,0.052,0.056,0.068,0.092,0.108,0.052,0.068,0.052,0.084,0.104,0.056,0.072,0.048,0.08,0.092,0.068,0.072,0.048,0.072,0.088,0.088,0.064,0.052,0.068,0.132,0.112,0.064,0.048,0.072,0.052,0.104,0.08,0.048,0.068,0.048,0.096,0.088,0.06,0.072,0.048,0.072,0.092,0.072,0.072,0.048,0.06,0.084,0.092,0.1,0.068,0.072,0.088,0.108,0.116,0.072,0.068,0.088,0.092,0.116,0.088,0.068,0.084,0.072,0.124,0.136,0.128,0.088,0.06,0.084,0.112,0.06,0.068,0.044,0.052,0.096,0.1,0.136,0.116,0.128,0.112,0.14,0.116,0.06,0.068,0.044,0.092,0.088,0.052,0.068,0.048,0.072,0.084,0.08,0.064,0.044
0.068,0.068,0.1,0.064,0.048,0.068,0.048,0.1,0.084,0.044,0.068,0.048,0.08,0.088,0.064,0.068,0.044,0.068,0.08,0.088,0.064,0.048,0.068,0.052,0.088,0.088,0.048,0.068,0.044,0.072,0.104,0.056,0.06,0.224,0.12,0.196,0.124,0.12,0.104,0.26,0.368,0.208,0.152,0.06,0.064,0.072,0.088,0.116,0.068,0.092,0.084,0.088,0.132,0.1,0.1,0.076,0.092,0.104,0.112,0.096,0.064,0.08,0.064,0.112,0.104,0.1,0.128,0.104,0.092,0.116,0.092,0.056,0.076,0.052,0.108,0.096,0.148,0.14,0.144,0.136,0.184,0.172,0.132,0.112,0.12,0.076,0.108,0.048,0.068,0.048,0.072,0.088,0.084,0.056,0.048,0.064
0.068,0.108,0.056,0.068,0.048,0.068,0.084,0.088,0.056,0.052,0.076,0.068,0.112,0.068,0.064,0.056,0.048,0.1,0.084,0.072,0.048,0.064,0.056,0.092,0.084,0.048,0.064,0.048,0.088,0.088,0.056,0.072,0.056,0.068,0.088,0.088,0.052,0.048,0.064,0.064,0.104,0.064,0.048,0.224,0.128,0.18,0.16,0.144,0.14,0.152,0.152,0.148,0.128,0.068,0.08,0.076,0.092,0.128,0.072,0.088,1.232,1.272,1.084,0.476,0.152,0.132,0.152,0.152,0.652,0.208,0.192,0.152,0.152,0.196,0.18,0.696,0.14,0.156,0.144,0.184,0.108,0.104,0.092,0.052,0.108,0.088,0.076,0.048,0.068,0.056,0.092,0.084,0.048,0.068,0.048,0.092
0.084,0.06,0.064,0.048,0.068,0.084,0.092,0.056,0.048,0.072,0.064,0.108,0.064,0.052,0.064,0.048,0.1,0.084,0.056,0.06,0.048,0.072,0.088,0.076,0.06,0.044,0.072,0.072,0.096,0.076,0.044,0.068,0.052,0.1,0.1,0.092,0.152,0.504,0.24,0.136,0.208,0.236,0.048,0.092,0.088,0.064,0.064,0.048,0.08,0.108,0.104,0.084,0.068,0.092,0.092,0.112,0.1,0.064,0.092,0.56,0.876,0.212,0.144,0.156,0.204,1.904,0.356,0.224,0.52,3.408,2.8,1.828,0.76,0.264,0.204,0.256,0.424,0.312,0.276,0.188,0.184,0.148,0.172,0.132,0.132,0.12,0.14,0.152,0.156,0.112,1.312,0.108,0.16,0.16,0.132,0.12
0.632,1.64,0.116,0.108,0.068,0.092,0.068,0.12,0.096,0.084,0.064,0.076,0.08,0.108,0.092,0.064,0.08,0.064,0.12,0.104,0.092,0.072,0.084,0.08,0.108,0.096,0.064,0.084,0.064,0.108,0.1,0.132,0.404,0.16,0.156,0.1,0.108,0.06,0.084,0.064,0.1,0.108,0.068,0.08,0.064,0.084,0.104,0.104,0.064,0.068,0.076,0.084,0.124,0.068,0.08,0.064,0.08,0.108,0.092,0.092,0.112,0.104,0.112,0.408,0.716,0.1,0.076,0.088,0.152,0.152,0.14,0.12,0.148,0.144,0.172,0.06,0.06,0.056,0.048,0.104,0.08,0.068,0.084,0.168,0.152,0.14,0.108,0.048,0.072,0.064,0.116,0.096,0.072,0.072,0.06,0.1
