LoadID,Generation_kW
load1,12.329679365588861
load11,12.329679365588857
load23,12.329679365588857
load3,12.329679365588857
load20,12.329679365588852
load18,12.329679365588857
load16,12.329679365588854
load4,12.329679365588857
load13,12.329679365588868
load21,12.329679365588857
load2,12.329679365588857
load6,12.329679365588861
load7,12.329679365588852
load12,12.329679365588861
load15,12.329679365588861
load8,12.329679365588854
load5,12.329679365588861
load22,12.329679365588857
load17,12.329679365588854
load9,12.329679365589168
load19,12.32967936558881
load14,12.329679365588857
load10,12.329679365588861
