SourceBus,433.022999,270.177
1,433.022999,270.177
2,433.125,270.405
3,433.132,270.436
4,433.133,270.468
5,433.129,270.499
6,433.118,270.528
7,433.103,270.556
8,433.081999,270.579
9,433.057,270.599
10,433.03,270.614
11,430.725001,271.561
12,430.57,271.607
13,430.409,271.623
14,430.247999,271.608
15,430.092,271.563
16,429.948,271.489
17,429.831,271.429
18,429.704,271.393
19,429.573,271.382
20,429.442,271.396
21,429.316,271.435
22,426.456999,272.634
23,425.586,272.999
24,425.187001,273.226
25,424.931001,273.455
26,424.746,273.683
27,424.632,273.873
28,424.524999,274.264
29,424.534,274.616
30,424.583,274.878
31,424.763,275.238
32,428.368,281.666
33,428.493,281.888
34,428.863,282.656
35,429.117,283.163
36,429.225,283.561
37,429.207,283.959
38,429.044,284.267
39,428.772999,284.448
40,426.001999,285.498
41,422.688,286.692
42,420.877,287.067
43,420.489,286.991
44,414.72,288.762
45,407.759,290.679
46,390.443,295.469
47,376.496999,298.82
48,374.613,299.273
49,372.225,299.847
50,369.95,300.528
51,365.722,301.844
52,361.001,303.378
53,351.864001,305.686
54,346.455,306.866
55,338.926,308.686
56,320.488999,313.39
57,310.434,315.992
58,309.384,316.182
59,309.0324995,316.246
60,308.557,316.332
61,317.279001,301.115
62,308.334001,316.372
63,317.3006238,301.0728072
64,307.950001,316.372
65,317.268999,301.33
66,317.853999,299.993
67,307.189,316.347
68,317.287001,301.408
69,320.191,294.686001
70,306.530001,316.296
71,317.329999,301.46
72,322.040999,291.221
73,305.339,315.967
74,317.426,301.487
75,323.021,289.309
76,322.44,290.735
77,304.172,315.612
78,317.522,301.495
79,328.375,279.047
80,323.079001,288.7
81,322.961,290.616
82,317.652999,301.478
83,329.194001,277.52
84,328.909,278.595
85,322.961,288.416
86,317.985,301.399
87,335.987,264.764
88,329.279,277.115
89,328.95,278.266
90,320.12,286.972
91,318.256001,301.338001
92,342.892999,251.861
93,336.103,264.294
94,329.238,277.033
95,328.9,278.046
96,316.573,285.028
97,318.456,301.295
98,349.686,239.013
99,343.016,251.368
100,336.062,264.13
101,329.197,276.992
102,328.720999,277.779
103,316.167999,284.652
104,318.902001,301.242
105,356.552,226.333
106,349.735001,238.527
107,342.892999,251.08
108,335.938999,263.966
109,323.072,273.787
110,316.081,284.189
111,357.086,225.306
112,356.601999,225.929
113,349.694,238.363
114,336.439,247.711
115,330.101,260.802
116,322.66,273.746
117,316.417,283.723
118,359.964001,219.8
119,356.477999,225.601
120,349.283,238.034
121,336.068999,247.793
122,329.484,260.596
123,322.083,274.035
124,311.489001,289.85
125,315.489001,279.85
126,361.6495005,216.7585
127,360.507,219.314
128,356.108001,225.354
129,343.404,234.993
130,335.500001,248.461
131,329.073,260.761
132,321.7694995,274.2884995
133,363.171,214.005
134,363.171,214.005
135,360.794999,219.272
136,350.477,222.396
137,342.911001,234.910999
138,337.055,245.152
139,332.489,249.85
140,328.517,261.419
141,322.003,273.828
142,318.489,274.85
143,369.954,200.762
144,363.261001,213.437
145,369.954,200.762
146,361.412,219.519
147,349.86,222.19
148,342.0185,235.5875
149,337.488999,240.85
150,330.192,258.25
151,325.489,261.85
152,323.548,270.964
153,370.215,200.292
154,370.215,200.292
155,363.179,213.15
156,361.864,219.724
157,349.572,222.19
158,343.962,232.251
159,339.489,234.85
160,329.489,254.85
161,323.489,266.85
162,373.164,194.694
163,370.289,199.894999
164,373.164,194.694
165,357.095,209.492
166,348.986,222.6855
167,343.489,228.85
168,374.753999,191.676
169,374.753999,191.676
170,370.264001,199.697
171,356.848,209.41
172,350.750999,219.629
173,345.489001,223.85
174,376.886,187.375
175,376.886,187.375
176,370.041,199.499
177,356.52,209.41
178,349.489,215.85
179,379.057,183.26
180,376.862,186.932
181,379.057,183.26
182,367.366,198.309
183,356.209,209.56
184,380.61,180.302
185,380.61,180.302
186,376.811999,186.759
187,366.127,197.665
188,355.731,210.0645
189,383.660001,174.496
190,383.660001,174.496
191,376.443,186.562
192,363.141,196.166
193,357.615,206.84
194,352.489,210.849999
195,386.605,168.891
196,383.700999,174.097
197,386.605,168.891
198,375.629,186.168
199,362.905,196.166
200,357.489,203.85
201,391.440999,159.442
202,391.440999,159.442
203,383.677,173.9
204,370.993,183.802
205,362.757,196.228
206,392.865001,156.649
207,391.649,158.904
208,392.865001,156.649
209,382.912,173.506
210,370.129999,183.309
211,362.042,196.832
212,394.125,154.459
213,391.617,158.666
214,381.778,172.988
215,369.858,183.309
216,359.489,197.85
217,364.073999,193.046
218,395.176,152.766
219,391.538,158.460001
220,376.697999,170.376
221,369.661,183.383
222,361.489,190.85
223,395.57,152.094
224,395.658,152.284
225,391.253,158.254
226,376.328001,170.351
227,369.0075,183.989
228,395.684,151.802
229,395.963001,152.208
230,390.555001,157.874
231,376.155,170.45
232,367.488999,184.85
233,370.652001,180.764
234,395.785,151.447
235,396.242,152.208
236,387.811,156.495
237,375.374,171.259
238,371.489001,177.85
239,395.836,150.839
240,396.572,150.078
241,396.623,152.233
242,384.878,155.021
243,373.489,171.85
244,376.232999,169.721
245,396.039,150.357
246,397.206,149.013
247,396.293,150.382
248,397.054001,152.487
249,384.480999,154.974
250,377.616001,167.137
251,398.17,146.807
252,397.638,148.43
253,396.190999,150.408
254,397.409,152.639
255,384.100999,154.958
256,377.489,163.85
257,399.135,145.082
258,398.323,148.049
259,395.912,150.484
260,383.863,155.116
261,399.889,143.641
262,399.16,147.999
263,395.329,150.23
264,383.387,155.698
265,400.446999,142.576
266,399.693001,148.176
267,393.425999,149.596
268,380.488999,158.85
269,400.853001,141.055
270,400.103,148.396
271,388.736999,147.987
272,400.700999,140.04
273,402.046,149.435
274,385.489,143.85
275,400.47,138.952
