LoadID,Generation_kW
load1,14.022845824729975
load11,14.022845824729975
load23,14.022845824729975
load3,14.022845824729975
load20,14.022845824729975
load18,14.022845824729975
load16,14.022845824729975
load4,14.022845824729975
load13,14.022845824729975
load21,14.022845824729975
load2,14.022845824729975
load6,14.022845824729975
load7,14.022845824729975
load12,14.022845824729975
load15,14.022845824729975
load8,14.022845824729975
load5,14.022845824729975
load22,14.022845824729975
load17,14.022845824729975
load9,14.022845824729975
load19,14.022845824729975
load14,14.022845824729975
load10,14.022845824729975
