SourceBus,431.179,270.951
1,431.179,270.951
2,431.326,271.314
3,431.337,271.35
4,431.340999,271.387
5,431.338,271.425
6,431.328,271.461
7,431.312,271.495
8,431.289999,271.525
9,431.263,271.551
10,431.232,271.572
11,431.197,271.586
12,430.792001,271.75
13,430.605,271.805
14,430.411,271.825
15,430.218,271.808
16,430.03,271.754
17,429.857,271.667
18,429.802999,271.64
19,429.743999,271.624
20,429.684,271.619
21,429.624001,271.626
22,429.567001,271.645
23,426.571,272.911
24,425.418999,273.394
25,425.227,273.494
26,425.008,273.647
27,424.845999,273.858001
28,424.730001,274.096
29,424.671001,274.342
30,424.643,274.609
31,424.688,274.858001
32,424.861,275.197
33,428.481,281.685
34,428.918,282.627
35,429.175001,283.14
36,429.288,283.554
37,429.269,283.976
38,429.091999,284.31
39,428.801,284.504
40,426.024001,285.556
41,422.707,286.752
42,421.9780723,286.9163209
43,421.8059213,286.907375
44,420.489,287.252
45,419.463,279.744
46,414.79,289.002
47,418.775,277.691
48,407.826,290.92
49,415.207,288.669
50,418.592,277.281
51,390.502,295.712
52,415.291,288.377
53,418.335,276.913
54,376.585,299.069
55,415.248999,288.043
56,418.013,276.6
57,373.018,299.931
58,376.198001,297.798
59,415.082001,287.335
60,417.637999,276.355
61,370.129,300.834
62,376.254,297.558
63,414.957,286.96
64,417.223,276.184
65,365.793,302.084
66,376.418,297.383
67,416.489,278.85
68,365.942,302.005
69,361.07,303.619
70,376.904,297.229
71,366.060999,301.876
72,351.922,305.929
73,385.080001,295.000001
74,366.2,301.697
75,346.511001,307.109
76,385.705999,294.713
77,366.253999,301.247
78,338.986001,308.929
79,386.206,294.296
80,321.284,313.378
81,337.115001,304.009
82,337.115001,304.009
83,387.082,293.379
84,310.797,315.959
85,336.456,300.617001
86,336.553099,301.1167875
87,387.958,291.962
88,308.451,316.511
89,336.217001,296.928
90,336.217001,296.928
91,336.553099,301.1167875
92,336.497,301.435
93,389.598,288.542
94,387.759999,291.882999
95,307.354999,316.565
96,336.387999,293.977
97,336.387999,293.977
98,336.475001,301.546999
99,391.237999,285.121
100,387.627999,291.863
101,306.412001,316.558
102,336.56,293.222
103,336.56,293.222
104,336.387999,301.628
105,396.978,274.17
106,391.217,284.57
107,387.446,291.893
108,305.845,316.506
109,342.395001,282.38
110,342.395001,282.38
111,336.169,301.728
112,402.666,263.233
113,396.936,273.752999
114,390.883,284.278
115,387.273,291.995
116,305.349,316.4
117,346.898,273.271
118,342.223,283.032
119,346.898,273.271
120,408.6154995,252.0455
121,402.816,262.623
122,396.811,273.461
123,386.880001,282.235
124,387.03,292.147
125,303.781,315.862
126,352.288,263.103
127,346.760999,273.649
128,352.288,263.103
129,342.155,283.478
130,414.455,255.024
131,409.486,250.217
132,409.486,250.217
133,402.816,262.414
134,390.847999,270.293
135,386.629,282.228
